year,t,i_d,i_c,i_f,P_emissions,Temp,kd,kc,kf,ks,E_agg,Y_agg,C_agg,SCC,
2154,128,0.000649778,0.091344453,0.223578392,4.512576279,2.846050578,0.015827654,1.327882258,3.297429316,0.005068502,468.7019963,1786.649078,1360.386026,1580.523661,4.515518376
2155,129,0.000645627,0.091569993,0.223498778,4.466000844,2.848758124,0.015466673,1.329419372,3.298439929,0.005139587,479.6674517,1827.713605,1391.42424,1605.227891,4.469204826
2156,130,0.000640519,0.091565717,0.223986695,4.422884704,2.851437724,0.015124101,1.331061574,3.299322796,0.00520924,490.9486472,1869.728778,1422.704988,1630.053819,4.425967601
2157,131,0.000635613,0.091539452,0.224447593,4.382782901,2.854091455,0.014797883,1.332604575,3.300575924,0.005278254,502.4815482,1912.751056,1454.800063,1654.987801,4.385681287
2158,132,0.000630646,0.091822748,0.224406081,4.345593276,2.856721125,0.014487193,1.334035159,3.302154283,0.005346521,514.2655545,1956.797757,1487.935808,1680.014647,
2159,133,0.000626335,0.091597189,0.225129691,4.311144711,2.859328481,0.014191007,1.335626859,3.303604787,0.005414135,526.4038655,2001.870707,1521.454544,1705.118265,
2160,134,0.000620823,0.091968471,0.225078628,4.279482826,2.861915168,0.013909044,1.33693139,3.305595897,0.005480658,538.7407727,2048.02227,1556.040924,1730.281904,
2161,135,0.000616934,0.092173118,0.225253196,4.25011071,2.864482857,0.013639283,1.3384803,3.307426898,0.005547039,551.4765752,2095.255572,1591.339058,1755.487224,
2162,136,0.000611502,0.092257772,0.225675678,4.223385839,2.867032924,0.013382503,1.340115597,3.309302013,0.005612099,564.5654586,2143.602995,1627.257512,1780.715121,
2163,137,0.000607287,0.092283096,0.226205136,4.198708806,2.869566955,0.013136437,1.341728783,3.311432789,0.005677055,577.9708561,2193.104109,1663.946729,1805.945172,
2164,138,0.000603134,0.092599861,0.226358851,4.176337265,2.872086181,0.012901571,1.343269977,3.313896651,0.005741021,591.6811328,2243.791392,1701.647722,1831.155458,
2165,139,0.0005986,0.092661357,0.226895877,4.15617174,2.874591983,0.01267727,1.344994679,3.316349747,0.005804014,605.8088394,2295.680946,1740.014074,1856.322637,
2166,140,0.000594508,0.092873898,0.227308486,4.137979455,2.877085686,0.012462517,1.346672108,3.319123609,0.005866377,620.2673889,2348.816056,1779.244427,1881.422181,
2167,141,0.000589449,0.093166208,0.227635502,4.1217958,2.879568474,0.012257138,1.348435236,3.322092114,0.005927827,635.1224651,2403.228424,1819.416907,1906.427847,
2168,142,0.000584748,0.092978588,0.228748811,4.107207517,2.882041551,0.012059642,1.35034782,3.325170043,0.005989131,650.4116245,2458.945303,1859.977683,1931.31182,
2169,143,0.000578616,0.093415127,0.228963002,4.094240048,2.884505876,0.011869878,1.351987463,3.329029315,0.006050039,665.9546475,2516.038035,1902.042346,1956.044733,
2170,144,0.00057208,0.093855809,0.229285485,4.082333698,2.88696242,0.01168602,1.353908091,3.332848823,0.006111628,682.0090094,2574.497773,1944.883039,1980.59482,
2171,145,0.000565922,0.094241439,0.229668074,4.071280341,2.88941182,0.011507322,1.356096795,3.336724274,0.006174156,698.585646,2634.371184,1988.73363,2004.929271,
2172,146,0.000560518,0.094687321,0.230283504,4.06114009,2.891854588,0.011333822,1.358490472,3.340704245,0.006237289,715.6724555,2695.691026,2033.037243,2029.013195,
2173,147,0.000555924,0.094757475,0.231226798,4.052103685,2.894291272,0.01116591,1.361128999,3.344983406,0.006300434,733.3077806,2758.533916,2078.521721,2052.809799,
2174,148,0.000552045,0.095030701,0.232239982,4.044380177,2.896722534,0.011004003,1.363674746,3.349826862,0.006362995,751.3380258,2822.926953,2124.534597,2076.279522,
2175,149,0.000547475,0.09530784,0.233199058,4.038145284,2.899149162,0.010848403,1.36630788,3.355261781,0.006424481,769.8669427,2888.94745,2171.797433,2099.380825,
2176,150,0.000543146,0.095749007,0.234433046,4.033076129,2.90157205,0.01069807,1.369026684,3.361206957,0.006485474,788.9059366,2956.622468,2219.255001,2122.069208,
2177,151,0.000538158,0.096278804,0.235092034,4.029191725,2.903991895,0.010552906,1.371967277,3.367869157,0.006545824,808.5449894,3026.059599,2269.020016,2144.298005,
2178,152,0.000533793,0.096731953,0.23655326,4.026185433,2.90640941,0.010411974,1.375192904,3.374711766,0.006606063,828.8381962,3097.215746,2318.317235,2166.016849,
2179,153,0.000528677,0.097211688,0.237508563,4.024228412,2.908825122,0.010275597,1.378621036,3.382414257,0.006665736,849.7624693,3170.252165,2370.019815,2187.174267,
2180,154,0.000523598,0.0979907,0.238571617,4.022979784,2.911239659,0.01014279,1.382262704,3.390491432,0.006725437,871.3430625,3245.125637,2422.008324,2207.71393,
2181,155,0.000518929,0.098604822,0.239726791,4.022401329,2.913653446,0.010013367,1.38636237,3.399014068,0.006785137,893.7497892,3321.948372,2475.496733,2227.578189,
